id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21596917,Overlooking the Grand Mansion 'Labassa',157083928,Vera,,Port Phillip,-37.85656,144.98622,Entire home/apt,92,2,60,2020-03-15,1.18,1,276,0,
21597951,Elegant 2 Bed/2 Bath Apartment in Melbourne CBD,157095223,Sarah,,Melbourne,-37.80222,144.96526,Entire home/apt,140,2,47,2019-03-01,0.94,1,0,0,
21598034,Beachside Holiday Apartment,1342978,Jane,,Port Phillip,-37.89036,144.99072,Entire home/apt,150,14,4,2019-12-23,0.08,1,168,0,
21601242,BRAND NEW Two-bedroom Apartment with Views,144530452,Holly,,Melbourne,-37.81324,144.95629,Entire home/apt,300,365,14,2018-10-27,0.28,1,0,0,
21601486,Waterfront Retreat,36561777,Tina Frank,,Kingston,-38.07454,145.13898,Entire home/apt,337,2,55,2022-01-01,1.08,1,164,24,
21610003,Radiant Restored Richmond Warehouse with Comfortable Study,383654,John,,Yarra,-37.82284,144.99124,Entire home/apt,350,2,169,2021-12-26,3.34,1,322,39,
21611210,Sunny Warehouse Studio with NYC Vibe near Swan Street,16694939,Wayne,,Yarra,-37.82475,144.99251,Entire home/apt,121,2,231,2022-01-07,4.56,1,138,39,
21612258,Modern three bedroom house in heart of Balwyn,157216573,Jenny,,Boroondara,-37.78945,145.09172,Entire home/apt,120,1,0,,,1,0,0,
21612379,Riverside on Collins  2 Bedroom Apartment,43638330,Lilly,,Melbourne,-37.82073,144.94276,Entire home/apt,190,7,0,,,9,7,0,
21613250,墨尔本大学旁温馨整洁的大卧室（靠近市中心）,94777289,Jiatong,,Melbourne,-37.80217,144.96376,Private room,61,3,6,2018-02-16,0.12,1,0,0,
21615205,Across the road from the train station,52916537,Troy,,Maribyrnong,-37.81456,144.88848,Private room,52,1,38,2020-02-28,0.76,2,0,0,
21615402,Lovely room with city view,66726356,Wendy,,Melbourne,-37.80174,144.95478,Private room,65,1,91,2020-03-07,1.82,1,0,0,
21616125,HEART of CBD WITH 2 ROOMS on FLINDERS,129362064,Abby,,Melbourne,-37.81845,144.966,Entire home/apt,100,2,79,2022-01-01,1.57,1,158,1,
21616535,"CAMPUS apartment, close to Monash University",157249566,Keyu,,Monash,-37.90455,145.12872,Private room,80,1,0,,,1,0,0,
21616660,El Porto de Melbourne,144815229,Jennifer,,Port Phillip,-37.84351,144.94153,Entire home/apt,496,1,0,,,1,365,0,
21616921,Luxury in Yarraville 10 min to Melbourne CBD,61977735,Jan & Wayne,,Maribyrnong,-37.81936,144.88871,Entire home/apt,160,2,21,2019-04-14,0.43,1,48,0,
21617419,Secret Garden - A Magical Studio in Melbourne CBD,38924543,"Klaudia, Jonathan, Maria & Tony",,Melbourne,-37.8171,144.96442,Entire home/apt,129,1,254,2021-12-27,5.02,3,118,20,
21623025,Light and Airy apartment in Brunchtastic Balaclava,68495503,Rosie,,Port Phillip,-37.86755,144.99552,Entire home/apt,60,5,3,2018-06-08,0.06,1,0,0,
21623211,A beautiful and bright room in Melbourne City,117988749,Shelley,,Melbourne,-37.80225,144.9563,Private room,52,1,9,2018-01-19,0.18,1,0,0,
21624605,Luxury Beach Front Family Home,5469059,Andrew,,Port Phillip,-37.84702,144.95013,Entire home/apt,911,5,62,2021-12-29,1.24,1,115,4,
21625466,Griffield House The Blue Room,151999227,Warwick,,Yarra Ranges,-37.76268,145.32014,Private room,55,1,42,2020-02-11,0.84,3,0,0,
21625539,Griffield House The Small French Bedroom,151999227,Warwick,,Yarra Ranges,-37.76394,145.32154,Private room,30,1,5,2018-03-15,0.10,3,0,0,
21627356,Victorian terrace house close everything!,93262445,Oliver,,Yarra,-37.83241,144.99855,Entire home/apt,95,10,1,2017-12-31,0.02,1,0,0,
21627438,Private accommodation,157349549,Manawar,,Melbourne,-37.80559,144.94564,Private room,40,1,0,,,1,0,0,
21627660,"St Kilda, Albert Park, & City临湖海滩度假公寓墨尔本",97548337,Xiaoyi,,Port Phillip,-37.85353,144.98046,Private room,60,4,36,2019-12-28,0.73,2,0,0,
21628503,Modern and cozy private double bedroom,1541708,Shaun,,Yarra,-37.81034,145.00904,Private room,55,1,2,2018-03-11,0.04,1,0,0,
21635644,Chloe No 1,141331691,俊,,Wyndham,-37.8808,144.7515,Private room,29,2,4,2018-10-14,0.08,1,0,0,
21636416,Large bedroom with park view in Carlton Gardens,97035994,Leonie,,Melbourne,-37.8007,144.97279,Private room,50,5,1,2017-12-28,0.02,1,0,0,
21637199,CBD! Room with a private bathroom and balcony!,93071993,Shirley,,Melbourne,-37.81295,144.95284,Private room,44,20,1,2018-01-30,0.02,1,0,0,
21637238,Private Room in Ormond / Bentleigh East,122980437,Srinivas,,Glen Eira,-37.90909,145.05763,Private room,31,2,0,,,1,0,0,
21638987,Rex’s nice lovely bedroom,145281557,Yutong,,Darebin,-37.7242,145.00212,Private room,399,1,12,2018-08-15,0.24,1,365,0,
21645393,Weston: Buzzing Brunswick Hotspot off Sydney Road,335130912,Ruth,,Moreland,-37.77217,144.95986,Entire home/apt,117,2,90,2021-09-10,1.79,18,345,23,
21647231,"Bright, spacious quiet apt, garden & rooftop views",157548543,Jayne,,Stonnington,-37.85279,145.00812,Entire home/apt,92,4,39,2021-04-21,0.79,1,0,4,
21647323,For Females: Chic Sky-High Apartment in the City,157550329,Maggie,,Melbourne,-37.81086,144.94962,Private room,80,2,11,2019-11-24,0.28,1,338,0,
21647510,City Edge - cozy one-bedroom apartment in CBD#7,137003767,Serge,,Melbourne,-37.81018,144.96161,Hotel room,115,4,1,2017-12-18,0.02,10,252,0,
21647530,City Edge - cozy one-bedroom apartment in CBD#8,137003767,Serge,,Melbourne,-37.81065,144.96174,Hotel room,113,4,2,2018-02-09,0.04,10,252,0,
21649684,Lovely Armadale Apartment,24243755,Daniel,,Stonnington,-37.86433,145.02551,Private room,54,2,0,,,1,0,0,
21651378,Warm 2BDR city apartment with Stunning Views,157576622,Ravin,,Melbourne,-37.82371,144.9631,Entire home/apt,132,1,47,2021-12-03,0.93,1,349,5,
21654371,Sun-lit Suburban Stay near Westfield Doncaster,335130912,Ruth,,Manningham,-37.78671,145.14518,Entire home/apt,134,3,47,2021-11-16,0.93,18,155,4,
21657048,geln waverley 阳光大房,56664227,Zhang,,Monash,-37.87277,145.15978,Entire home/apt,120,2,1,2017-11-17,0.02,1,0,0,
21657937,Homely Private Room / Queen Bed / 20min Airport,52442903,Alex & Somi,,Hume,-37.56602,144.72812,Private room,80,4,32,2019-11-30,0.63,2,0,0,
21661608,6 minutes from Station and 14 minuets from airport,157662858,Faisal,,Moreland,-37.70604,144.92336,Private room,59,1,2,2017-11-25,0.04,1,0,0,
21665260,Queen Bed on Level 56,157688359,Robertus,,Melbourne,-37.80925,144.96089,Entire home/apt,101,3,122,2022-01-06,2.42,1,103,6,
21667337,Luxury apartment across Souther Cross Station.,157712967,Apoorva,,Melbourne,-37.817,144.95325,Private room,50,2,0,,,1,0,0,
21667594,CONVENIENT & MODERN 1 BED APARTMENT DOCKLANDS,246661,Alexandro,,Melbourne,-37.82148,144.95073,Entire home/apt,108,2,52,2021-12-11,1.04,4,312,9,
21667823,Comfortable Family Home in a Quiet Neighbourhood,55988783,Peter,,Wyndham,-37.90898,144.72324,Entire home/apt,102,4,105,2021-10-23,2.14,1,12,17,
21667933,Thornton House - historic building on Nelson Place,11406726,Denise,,Hobsons Bay,-37.86384,144.90221,Entire home/apt,162,2,133,2021-12-18,2.66,1,141,35,
21668326,Cozy room with magnificent view on 31st floor,46510951,James&Mira,,Melbourne,-37.82263,144.96061,Private room,68,2,6,2018-02-27,0.12,3,0,0,
21668463,"Fully renovated house, close to Airport & City!",157723424,Maria,,Moonee Valley,-37.74264,144.87023,Entire home/apt,155,3,121,2021-12-25,2.41,1,332,17,
21668891,Pei's house,123091621,Pei,,Monash,-37.93229,145.18886,Private room,29,3,2,2019-03-27,0.04,1,0,0,
21670125,southbank 超方便,65203743,锟,,Melbourne,-37.83041,144.96889,Entire home/apt,70,7,3,2018-01-22,0.06,1,0,0,
21670440,South Carlton Appartment,75348675,Casey,,Melbourne,-37.80459,144.96562,Entire home/apt,190,1,3,2018-01-01,0.06,1,0,0,
21670531,Cool apartment in the heart of Prahran.,22642094,Colman,,Stonnington,-37.84771,144.98899,Private room,55,1,0,,,1,0,0,
21670637,SPACIOUS home opposite to CROWN/MCEC+ FREE parking,53420795,Annie,,Melbourne,-37.82707,144.95769,Entire home/apt,285,2,89,2020-02-03,1.80,1,0,0,
21671579,Not far from Melbourne City,157745967,Henrik,,Darebin,-37.74446,144.99862,Entire home/apt,116,7,2,2018-07-05,0.04,1,0,0,
21671865,Spacious 2BR Apartment with Secure Parking + Wifi,79551817,Tack,,Melbourne,-37.79983,144.95371,Entire home/apt,143,2,8,2018-01-21,0.16,1,0,0,
21671923,Excellent modern apartment in vibrant South Yarra,8047158,Therese,,Stonnington,-37.83715,144.99521,Entire home/apt,580,5,0,,,1,0,0,
21673138,Lovely Family-Friendly Home Close to City & Beach,157759568,Jacinta And Mitch,,Hobsons Bay,-37.84883,144.86543,Entire home/apt,260,2,9,2019-01-02,0.19,1,0,0,
21682672,Beautiful double bedroom with ensuite bathroom,27719757,Pauline J,,Stonnington,-37.83495,144.99082,Private room,50,15,0,,,1,0,0,
21684261,“Deluxe- Seaford  Palms “ Opposite beach and shops,136108595,Jacqui & Danny,,Frankston,-38.11003,145.12702,Entire home/apt,178,2,50,2021-12-28,1.07,1,156,16,
21684756,Garden Studio Apartmt Quality/Position Camberwell,5844309,Rick,,Boroondara,-37.83032,145.07054,Entire home/apt,60,28,39,2021-03-09,0.79,3,132,2,
21685447,RIVER VIEW*2BR2BA+Free Parking&Tram*City Docklands,157867681,Doris,,Melbourne,-37.82212,144.9483,Entire home/apt,229,1,306,2021-04-15,6.07,1,0,1,
21686421,Lovely Toorak one bedroom apartment,1386428,Libby,,Stonnington,-37.84828,145.01121,Entire home/apt,150,5,3,2018-11-05,0.06,1,0,0,
21687623,A Room With A View,6992397,Leanne,,Yarra Ranges,-37.88035,145.51629,Private room,76,2,2,2019-10-18,0.04,3,0,0,
21688390,"near homes glen Tafe ,A beautiful Glen Waverley house",157891846,Ivy,,Monash,-37.87397,145.18013,Private room,80,7,3,2021-07-17,0.15,3,179,1,
21688923,House for large group,157895771,Sau Fung,,Whitehorse,-37.82116,145.12568,Entire home/apt,150,2,13,2019-01-01,0.27,1,0,0,
21690152,Bedroom with single bed at a quiet inner suburb,155348880,Suja,,Moonee Valley,-37.78629,144.93946,Private room,90,3,0,,,1,89,0,
21699546,Best location in Melbourne - Deluxe Apartment,15118426,Lucy,,Melbourne,-37.81397,144.95476,Entire home/apt,182,2,116,2021-12-24,2.32,1,324,20,
21699673,Artistic family home in Brunswick,40477746,Kylie,,Moreland,-37.75637,144.95304,Entire home/apt,140,3,4,2018-01-14,0.08,2,0,0,
21701061,Stay in a Creative Fitzroy Sanctuary in the Heart of Gertrude Street Village,3588330,Pete,,Yarra,-37.80624,144.98027,Entire home/apt,356,7,55,2021-11-14,1.19,1,266,4,
21701403,Spectacular Vista Stylish Design 2BR2B & Car Bay,55324450,Bruce,,Melbourne,-37.8158,144.95343,Entire home/apt,241,1,36,2021-11-16,0.72,57,21,9,
21701928,Amazing Corner 2BR2B on Upper West Side & Car Bay,55324450,Bruce,,Melbourne,-37.81501,144.95357,Entire home/apt,317,1,75,2021-12-23,1.51,57,328,21,
21702584,Spacious 1 bed 1 bath Huge Balcony Great Location,55324450,Bruce,,Melbourne,-37.81627,144.95326,Entire home/apt,201,1,43,2021-12-19,0.86,57,342,7,
21703626,New Independent self contained private apartment,4627881,Qiang,,Knox,-37.93445,145.24664,Entire home/apt,85,2,43,2020-03-14,0.85,1,8,0,
21703962,墨尔本近CBD特大房源,149525298,Qisheng,,Melbourne,-37.80254,144.96473,Private room,50,1,1,2017-12-20,0.02,1,0,0,
21706815,Stargazer - A new cottage walking distance to town,32187116,Becca,,Yarra Ranges,-37.66051,145.51683,Entire home/apt,187,2,161,2021-12-19,3.33,1,264,29,
21713112,Beach House in Melbourne,12332814,Alexandra,,Hobsons Bay,-37.86373,144.88936,Entire home/apt,90,5,3,2018-01-16,0.06,1,0,0,
21714797,Quiet Romantic Getaway for Two,158102392,John,,Port Phillip,-37.88388,144.99118,Entire home/apt,95,2,104,2021-12-18,2.19,1,58,24,
21716869,Regal - modern St Kilda gem in historic building,135117464,Tam,,Port Phillip,-37.85855,144.97983,Entire home/apt,100,2,3,2019-01-10,0.06,20,0,0,
21727987,Designer apartment at 108 Flinders,234121,Adam,,Melbourne,-37.81537,144.97011,Entire home/apt,99,1,119,2020-03-15,2.38,2,0,0,
21728263,"clean, cosy, comfortable home",158218506,Tahmid,,Casey,-38.04898,145.32954,Private room,50,1,0,,,1,0,0,
21729416,Double room in modern CBD apartment,122439571,Madeleine,,Melbourne,-37.80998,144.9606,Private room,50,7,1,2017-12-26,0.02,1,0,0,
21729708,Melbourne Star View Apartment Docklands,158235481,Luke,,Melbourne,-37.81434,144.93959,Entire home/apt,99,1,0,,,1,0,0,
21730134,Cozy 3bed2bath 31floor dwelling with great view,46510951,James&Mira,,Melbourne,-37.8241,144.96265,Entire home/apt,250,2,8,2019-01-01,0.16,3,0,0,
21730194,Beautiful large private room that’s minuets to cbd,71012709,Haidar,,Melbourne,-37.7834,144.94045,Private room,72,8,4,2020-03-09,0.08,1,0,0,
21730226,"The Manor South Yarra, absolute chic luxury with carpark/Wifi/Pool/Gym/Sauna",3465281,Suzanne,,Stonnington,-37.83844,144.99368,Entire home/apt,199,2,49,2020-03-18,0.99,1,0,0,
21730310,SPENCER,143067409,Joseph,,Melbourne,-37.81059,144.95073,Entire home/apt,110,2,18,2021-12-29,0.36,6,162,5,
21730481,"2 Bedroom, 2 Bath room Apartment included bills*",158244399,Peirong,,Melbourne,-37.79942,144.9521,Private room,50,7,0,,,1,0,0,
21730789,"Double room - North Fitzroy, WiFi, 20 secs to tram",10021384,Marcella,,Yarra,-37.77681,144.98047,Private room,70,1,41,2018-05-06,0.81,1,0,0,
21730855,Doncaster Warmly House,67523331,Bingjie,,Manningham,-37.78623,145.15575,Private room,98,2,13,2018-03-29,0.26,1,0,0,
21731103,Urban Retreat. Kid friendly. Large room. Desk,39077234,Annamaya,,Stonnington,-37.85952,145.0405,Private room,72,1,10,2021-04-29,0.21,3,365,1,
21739724,Inner city garden studio in the heart of Footscray,24115774,Inge,,Maribyrnong,-37.80127,144.90407,Entire home/apt,165,2,78,2022-01-01,1.83,1,252,23,
21741043,R Private single Maidstone,60145749,Thomas,,Maribyrnong,-37.77685,144.88413,Private room,34,1,12,2021-12-22,0.34,8,348,4,
21741881,Melbourne southerncross city point for short rent,110401243,Pengfei,,Melbourne,-37.81797,144.95309,Private room,55,7,0,,,1,0,0,
21742050,"1 BR apt St Kilda - WIFI, balcony, walk to beach!",6124592,Sasha,,Port Phillip,-37.86332,144.98335,Entire home/apt,150,4,1,2018-01-02,0.02,1,0,0,
21742147,A.I.R.space art studio residency,45780618,Joel,,Moreland,-37.75653,144.96381,Entire home/apt,115,14,0,,,1,358,0,
21743623,Eq tower 2 bedrooms apartment in Melb CBD,39226858,吴,,Melbourne,-37.80881,144.95907,Entire home/apt,120,5,3,2018-01-20,0.06,1,0,0,
21744213,DREAMCATCHING YARRA RANGES,22645721,Andrea,,Yarra Ranges,-37.7488,145.65817,Entire home/apt,324,1,203,2021-12-18,4.02,1,326,43,
21745168,Modern apartment CBD,67059750,Kitty,,Melbourne,-37.81554,144.95437,Entire home/apt,249,1,1,2018-04-29,0.02,1,91,0,
21750782,Beach Cottage Best Location near Beach and Shops,4491277,Jan,,Bayside,-37.96707,145.01869,Entire home/apt,250,7,17,2021-12-23,0.50,1,308,5,
21752973,Stunning 2 Bedroom Terrace House in PRIME LOCATION,16065531,Edi,,Melbourne,-37.7931,144.97195,Entire home/apt,105,3,1,2017-11-30,0.02,1,0,0,
21752998,"Incredible, modern boutique apartment with soul.",21668642,Simon,,Stonnington,-37.84281,144.99695,Entire home/apt,100,2,5,2019-01-19,0.10,1,0,0,
21753384,Country Lane Lysterfield,116167595,Kathy,,Knox,-37.92892,145.28842,Entire home/apt,220,7,7,2021-12-29,0.19,1,356,5,
21755211,Gorgeous Country Style Home,158491976,L.Maree,,Manningham,-37.78203,145.22876,Entire home/apt,350,1,1,2017-12-10,0.02,1,90,0,
21758563,Heart Of Cheltenham ❤️- Beautiful Fully Furnished,57062885,Simona,,Kingston,-37.9669,145.05702,Entire home/apt,150,7,45,2021-12-30,0.90,2,332,4,
21760306,"Nice and clean share house in CBD
房東會中文",53515103,Sky,,Melbourne,-37.81571,144.95535,Private room,75,2,20,2019-01-28,0.40,7,0,0,
21760345,Nice and clean private share House in CBD房東會中文,53515103,Sky,,Melbourne,-37.81446,144.95493,Private room,60,2,29,2019-01-10,0.58,7,0,0,
21769160,Summer in St Kilda,58100922,Ele,,Port Phillip,-37.85923,144.9777,Private room,80,1,0,,,1,91,0,
21771177,Little Mernda Marvel,158629773,Adam & Hayley,,Whittlesea,-37.6081,145.08096,Private room,39,2,30,2021-04-26,0.63,1,364,3,
21772302,Yarra Valley Strawberry Farms,100327044,Andrea,,Yarra Ranges,-37.77024,145.42326,Entire home/apt,514,2,44,2021-12-30,0.90,1,295,21,
21773287,🏎 5min walk F1 Grand Prix location🏎-Pool/Gym/Sauna,27203303,Melina,,Port Phillip,-37.85838,144.9827,Entire home/apt,240,2,6,2020-03-16,0.12,1,0,0,
21774946,"Blues, Coffee and Conversations!",46675064,Tomek,,Darebin,-37.72064,144.99875,Private room,40,2,18,2021-02-07,0.37,2,83,1,
21774978,"1 BEDROOM APARTMENT OFF CHAPEL ST, FREE WIFI",54403128,Stephanie,,Stonnington,-37.84484,144.99743,Entire home/apt,150,2,6,2018-03-25,0.12,1,0,0,
21775442,Short term awesome Brunswick,103066509,Laura,,Moreland,-37.76292,144.96133,Private room,34,4,1,2017-12-12,0.02,1,0,0,
21777246,❤️Amy’s house,140356102,Amy,,Monash,-37.92614,145.13257,Private room,44,1,0,,,1,362,0,
21787968,Cosy Boronia Home #2,29906681,Catherine,,Knox,-37.85479,145.28409,Private room,40,2,17,2020-06-15,0.35,2,0,0,
21789248,Long Island Getaway with private beach access.,39323515,Kelly,,Frankston,-38.13363,145.12145,Entire home/apt,196,2,180,2022-01-06,3.62,1,311,48,
21789391,The treehouse,157350179,Amber,,Kingston,-38.05637,145.12899,Entire home/apt,250,20,1,2018-01-12,0.02,1,0,0,
21789984,Beautiful 2 BR APT PRESTON,8249810,Frankie,,Darebin,-37.73768,144.9837,Entire home/apt,120,2,0,,,1,0,0,
21790018,CBD One bed in 2 beds room （for female only）床位限女生,152315289,Danmei,,Melbourne,-37.81586,144.95432,Shared room,40,2,0,,,1,0,0,
21790744,unit first floor single room girl only,145512689,Gemma,,Stonnington,-37.87807,145.0492,Private room,23,10,1,2018-01-06,0.02,1,0,0,
21791566,Modern 1 Bed Studio with Pool,158800693,Shab,,Kingston,-37.94308,145.10953,Entire home/apt,130,1,0,,,1,0,0,
21791978,Private room and bathroom,149155932,Diana,,Greater Dandenong,-37.96881,145.1807,Private room,50,2,7,2018-11-03,0.15,1,0,0,
21792086,Comfortable,156159929,Nan,,Melbourne,-37.8086,144.96019,Private room,55,1000,52,2020-06-13,1.03,3,91,0,
21801496,Saint Kilda Home perfect for Christmas,27009277,Alex,,Port Phillip,-37.86762,144.98728,Entire home/apt,130,14,0,,,2,0,0,
21801740,"carnegie station, convenient to city,  chadstone",158245484,Lukas,,Glen Eira,-37.88646,145.05914,Private room,13000,365,0,,,1,0,0,
21802903,Charnwood Cottages - Jessica's Cottage,51059446,Belinda,,Yarra Ranges,-37.75256,145.68707,Entire home/apt,590,1,4,2021-01-15,0.08,4,342,1,
21803494,Style & Serenity in Hot Spot Location,22630928,Next Level Shortstays: Andrew,,Yarra,-37.81203,145.01359,Entire home/apt,140,7,47,2021-12-20,0.96,31,69,8,
21805346,"Southbank, Great apartment :)",18854740,Emma,,Melbourne,-37.82537,144.9628,Private room,79,1,9,2018-01-03,0.18,1,0,0,
21805386,Bayview Loft,89980131,Nina,,Hobsons Bay,-37.8613,144.88733,Entire home/apt,185,2,76,2022-01-06,1.51,2,338,31,
21806440,A queen bed in a master room in a new townhouse,2465850,Wei,,Monash,-37.90676,145.14493,Private room,55,12,5,2018-01-18,0.10,1,0,0,
21807680,Beautiful Brunswick Terrace: 2b near Sydney Rd,158629377,Stephanie,,Moreland,-37.77506,144.95478,Entire home/apt,75,2,9,2018-12-31,0.18,1,0,0,
21809604,Eden Garden* Close to Mel central* Designer,50405671,Stay Inn,,Melbourne,-37.80925,144.96089,Entire home/apt,141,1,50,2020-02-10,1.01,5,0,0,
21815258,Charming & classic renovated Victorian,6369657,Cass,,Melbourne,-37.80558,144.95098,Private room,48,7,13,2021-04-22,0.26,5,68,2,
21815273,Mel/Carlton/Lygon St/Wifi,90969070,Pedro,,Melbourne,-37.79528,144.96682,Shared room,24,7,0,,,1,0,0,
21816209,Plant filled modern eclectic home,49515636,Casey,,Yarra,-37.80119,144.98957,Entire home/apt,229,2,2,2017-12-31,0.04,1,0,0,
21816312,The Como Getaway Parkdale Beach,17345726,Denise,,Kingston,-37.99674,145.08141,Entire home/apt,300,3,0,,,1,0,0,
21816717,Beachside Light-filled Architectural Home,36037084,Kate,,Bayside,-37.89537,144.99662,Entire home/apt,800,4,4,2019-02-19,0.08,1,4,0,
21817547,Camberwell holiday house,87719166,Sandra,,Boroondara,-37.84535,145.0728,Private room,56,1,0,,,1,0,0,
21819049,Tranquil boutique art deco beach retreat,4177291,Natalie,,Port Phillip,-37.88327,144.97944,Entire home/apt,190,3,0,,,1,0,0,
21821619,2 Bedrooms -The Luxe in Melbourne CBD,30900122,S&S,,Melbourne,-37.81478,144.95409,Entire home/apt,135,1,68,2020-09-02,1.35,39,354,0,
21828394,1 bed in a 2 people shared room,159133057,Marie,,Melbourne,-37.79742,144.95291,Shared room,30,3,0,,,2,0,0,
21828395,2 people bedroom in Parkville,159133057,Marie,,Melbourne,-37.79668,144.95436,Private room,55,4,0,,,2,0,0,
21828804,家四季 Four Season Home,152573725,军,,Glen Eira,-37.93097,145.04082,Entire home/apt,511,1,62,2021-12-29,1.26,1,102,7,
21829196,Thornbury- Style & Privacy- 1 brd- 5 min High st,55060924,Lauren,,Darebin,-37.75433,145.00703,Entire home/apt,85,2,2,2017-12-31,0.04,1,0,0,
